fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
Zhisheng,Cotofrei,M,978,985-7980,NEWTON CENTER,MA,2459,S,N,90000,5.3,3575,0,0,25769827970
Zhongcheng,Gonzalez,F,907,119-2071,KETCHIKAN,AK,99950,M,N,5000,0,0,0,0,25769828119
Zhongyang,Duris,F,402,538-6347,PLATTE CENTER,NE,68653,M,N,85000,6.84,0,206,0,25769828246
Zhuojun,Tuchel,M,501,170-8007,LAKE CITY,AR,72437,S,Y,20000,4.9682083,20,0,20,25769828349
Zita,Andreasen,F,802,593-3278,BETHEL,VT,5032,M,Y,35000,3.7014668,0,6600,3300,25769828657
Zizette,Shalini,M,701,497-9022,KRAMER,ND,58748,S,Y,45000,2.2773614,3300,0,3300,25769828791
Zongming,Laudwein,M,502,768-4920,LOUISVILLE,KY,40201,S,Y,60000,5.166667,20,0,20,25769828974
Zoran,Soundararajan,F,702,748-1467,HENDERSON,NV,89015,M,N,30000,0,0,0,0,25769829016
Zubin,Lavington,F,406,492-6930,HELENA,MT,59604,M,N,50000,6.9,0,3800,0,25769829206
Zubin,Katoen,F,774,774-7563,BOSTON,MA,2163,S,Y,50000,5.3,3575,0,1000,25769829207
