zip,areacode,state,fname,lname,gender,phone,city,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
99765,907,AK,Dave,Pena,F,319-1167,NULATO,M,Y,30000,0,0,0,0,33470
739,939,pPR,Pirooz,Koppelaar,M,765-4080,CIDRA,S,Y,70000,0,0,0,0,17179886272
6723,860,TC,Kumud,Saletore,F,234-3364,WATERBURY,S,wN,100000,5,12750,0,0,8589971048
8205,551,NJ,Kenichi,Bannelier,F,110-9309,ABSECON,M,N,15000,1.4,0,2000,0,8589965729
20544,202,CD,Asa,Bollman,M,221-7282,WASHINGTON,S,N,35000,9,1370,0,0,12168
20714,443,MD,Jiann,Gaches,M,148-3526,NORTH BEACH,S,Y,10000,4.75,2400,0,2400,8589954527
20714,443,MD,Peixin,Pion,M,895-3554,NORTH BEACH,M,N,60000,4.75,0,4800,0,17179883962
25876,304,dWV,Xiaoping,Gulak,F,767-6631,SAULSVILLE,M,Y,70000,6.5,0,4000,2000,25769816315
47320,219,IN,Lawrence,Emmes,F,534-4610,ALBANY,S,Y,40000,3.4,1000,0,1000,8589973598
50854,319,A,Maniel,Miksik,F,218-8659,MOUNT AYR,S,Y,55000,8.65488,40,0,40,8589982141
56173,507,MN,Meenakshi,Tawera,F,411-9854,STEEN,S,N,75000,7.85,3300,0,0,8589987835
58324,701,ND,Richmond,Grobel,F,372-3733,CANDO,M,Y,100000,2.914935,0,6600,3300,17179894964
58324,701,ND,Ishantha,Voorhoeve,M,473-9166,CANDO,S,Y,65000,2.5092063,3300,0,3300,8589948582
58506,701,D,Bikash,Bouloukos,M,744-5730,BISMARCK,M,N,65000,2.5092063,0,6600,0,19284
81131,303,CO,Yuejian,Guting,M,609-8917,CRESTONE,M,N,35000,4.63,0,0,0,25769824150
84667,435,T,Okuhiko,Ormicki,M,412-7759,WALES,S,Y,100000,7,2475,0,2475,17179879691
88253,505,NM,Ginger,Goto,F,243-4615,LAKE ARTHUR,M,N,55000,5.3,0,6600,0,54263
88253,505,NM,Helnye,Eichstaedzt,F,936-9889,LAKE ARTHUR,S,N,15000,4.957143,3300,0,0,8589939796
97371,541,OR,Weiye,Grabau,M,641-5190,RICKREALL,S,N,5000,7.4102564,159,0,r0,25769812431
99777,907,AK,Nanning,Buckland,F,606-2571,TANANA,S,N,30000,0,0,0,w0,17179873768
99777,907,AK,Cristina,Vilarrasa,M,956-1173,TANANA,S,N,30000,0,0,0,0,31359
99840,907,AK,Redha,Laevens,M,437-7946,SKAGWAY,S,Y,25000,0,0,0,0,17179893101
99840,907,AK,Linlin,Dongha,M,897-6055,SKAGWAY,S,N,5000,0,0,0,0,8589976285
3446,603,zNH,Chenyi,pMagniez,M,760-8678,SWANZEY,S,N,60000,0,0,0,0,27107
5142,802,VT,Yiming,Mukund,M,190-3101,CAVENDISH,M,Y,75000,4.4972854,0,6600,3300,25769820710
5142,802,VT,Yurdaer,Zinoviev,F,703-7303,CAVENDISH,M,Y,20000,3.6,0,6600,33k00,25769825490
29215,843,SC,Jisook,Goil,M,172-1377,COLUMBIA,S,N,20000,7,3300,0,0,8589956184
35297,256,L,Meikel,Varwig,F,419-6599,BIRMINGHAM,M,N,0,5,0,3000,0,8589988108
40515,270,KY,Kasi,Osoba,F,705-4013,LEXINGTON,S,N,90000,6,20,0,0,8589963002
40515,270,KY,Vaibhav,MacGinnes,M,409-4366,LEXINGTON,S,N,95000,6,20,0,0,25769806694
41413,270,KY,Amber,Akella,M,663-6718,CROCKETT,M,N,50000,4.611111,0,40,0,6678
58035,701,ND,Hakim,Parodi,F,4j12-2725,GALESBURG,S,Y,65000,2.5092063,3300,0,3300,8589936541
58035,701,ND,Xianlong,Ochoa,F,718-2832,GALESBURG,S,Y,70000,2.5671675,3300,0,3300,25769815654
58440,701,DN,John,Dharanipragada,M,902-1387,FREDONIA,M,Y,100000,2.914935,0,6600,3300,8589957353
59911,406,MT,Galt,Zwarico,M,828-9017,BIGFORK,S,Y,20000,6.9,1900,0,1900,50938
59911,406,MT,Nelma,Wesby,F,372-2377,BIGFORK,M,Y,85000,6.9,0,3800,1900,17179875919
70558,225,A,Ganrav,Zaroliagis,M,788-5069,MILTON,M,N,95000,6,0,9000,0,51039
72061,479,R,Corneliu,Sarjoughian,M,115-4161,GUY,S,N,100000,7,20,0,0,30965
83302,208,ID,Bjarne,Schwagereit,F,866-7567,ROGERSON,M,N,70000,7.8,0,6600,0,20037
83302,208,ID,Kalervo,Grabow,M,288-2800,ROGERSON,S,N,10000,4.109693,3300,0,0,8589961372
86438,623,ZA,Yin,Brightwell,M,366-4957,YUCCA,M,N,10000,2.87,0,4200,0,25769820734
99656,907,AK,Aviezri,Zallocco,M,210-8793,RED DEVIL,S,N,40000,0,0,0,0,14278
99656,907,AK,Peyyun,Lagarias,M,974-9603,RED DEVIL,S,N,75000,0,0,0,0,17179884860
968,939,PR,Jane,Otterbein,F,528-2219,GUAYNABO,S,Y,95000,0,0,0,0,8589951275
968,939,PR,Merik,Lally,F,794-5764,GUAYNABO,M,N,60000,0,0,0,0,8589988897
4740,207,EM,Jody,Savaria,F,825-5891,EASTON,S,N,70000,8.5,2850,0,0,8589956966
5855,802,VT,Jichiang,Abdulazizoglu,"",161-5782,NEWPORT,M,Y,55000,4.099376,0,6600,3300,8589954922
5855,802,VT,Tiejun,Magenheimer,F,224-1396,NEWPORT,S,Y,25000,3.6,3300,0,3300,17179924301
6075,203,CfT,Zahi,Daneels,M,917-4353,STAFFORD,M,N,60000,5,0,24500,0,25769826168
6791,860,TC,Souvik,Dangelo,M,981-5268,HARWINTON,M,Y,15000,5,0,24500,0,17179913754
7650,848,NJ,Jouni,Weston,F,505-9017,PALISADES PARK,M,Y,15000,1.4,0,2000,1500,8589958837
44047,740,OH,Lin,Bravoco,F,855-8685,JEFFERSON,S,N,75000,3.0356412,1300,0,0,8589976024
51440,563,IA,Zahava,Raveh,F,887-4306,DEDHAM,M,Y,35000,5.567322,0,80,40,25769826130
68004,402,NE,Shimshon,Kuroshev,M,744-1448,BANCROFT,S,N,10000,3.9097095,103,0,0,17179908009
68004,402,NE,Yechiam,Leuschel,M,691-9535,BANCROFT,M,N,65000,6.84,0,206,0,25769819652
69343,308,NE,Minkoo,Sessa,F,494-4834,GORDON,M,N,95000,6.84,0,206,0,8589991401
69343,308,NE,Mandaly,Beimel,F,210-5142,GORDON,S,N,75000,6.84,103,0,0,8589981807
73085,918,KO,Aos,Priestley,M,217-6673,YUKON,S,N,70000,6.25,1000,0,0,10267
98504,253,WA,Teofilo,Guernic,F,887-7892,OLYMPIA,M,N,20000,0,0,0,0,17179922172
98504,253,WA,Yehea,Figueira,M,129-3253,OLYMPIA,S,Y,65000,0,0,0,0,25769819720
99027,360,WA,Brigham,Eyal,M,444-2905,OTIS ORCHARDS,M,N,45000,0,0,0,0,22226
5151,802,VT,Shyue,Sutre,M,695-4384,PERKINSVILLE,S,N,50000,3.998987,3300,0,0,17179910468
5151,802,VT,Cyrano,Unger,F,184-4316,PERKINSVILLE,S,Y,50000,3.9998987,3300,0,3300,31742
5151,802,VT,Oktay,Croitoru,F,372-2782,PERKINSVILLE,S,Y,35000,3.7014668,3300,0,3300,17179879649
19979,302,ED,Afzal,Blu,F,320-8267,VIOLA,M,N,35000,4.245455,0,220,0,2105
37146,901,NT,Samuli,Muniz,M,201-5158,PLEASANT VIEW,M,N,40000,0,0,0,0,17179900940
37318,731,N,Meyer,Wohlfarth,F,556-8798,COWAN,S,Y,90000,0,0,0,0,8589989173
38543,865,TN,Jayaram,Litant,M,361-6639,ALPINE,M,N,90000***,0,0,n0,0,8589952552
38543,865,TN,Gunnvald,Noro,M,958-423,ALPINE,M,N,35000,0,0,0,0,57852
48144,734,MI,Veli,Agius,F,733-5686,LAMBERTVILLE,M,N,50000,3.9,0,6200,0,25769807864
58236,701,wND,Wenan,Radwan,F,967-3897,GLASSTON,S,Y,95000,2.8569736,3300,0,3300,25769812521
59755,406,TM,Brian,cheid,M,322-6195,VIRGINIA CITY,M,N,45000,6.9,0,3800,0,22181
82630,307,WY,Adenauer,Broos,F,588-9510,ARMNTO,M,N,90000,0,0,0,0,1383
82630,307,WY,Adamantios,Bini,M,346-4954,ARMINTO,M,N,65000,0,0,0,0,1184
89711,702,NV,Jainendra,McAlister,F,766-2841,CARSON CITY,M,Y,90000,0,0,0,0,8589950704
89711,702,NV,Shengchang,Zongker,M,968-6425,CARSON CITY,M,N,90000,0,0,0,0,17179906946
96784,808,IH,Dihua,Nuth,M,661-9824,PUUNENE,M,N,5000,1.9407895,0,2080,0,36075
96803,808,HI,Susanta,Gidron,M,454-8555,HONOLULU,S,Y,85000,8.25,1040,0,1040,17179918035
96803,808,HI,Vojtech,Solovay,F,651-8325,HONOLULU,S,N,50000,8.25,1040,0,0,25769810581
19734,302,DE,Isidore,Reghabi,F,186-6597,TOWNSEND,M,N,45000,4.927273,0,220,0,8589948685
19734,302,DE,Guntram,Dubhashi,F,121-9769,TOWNSEND,S,Y,55000,5.609091,110,0,110,57922
39566,769,SM,Jacque,Olien,M,417-3817,OCEAN SPRINGS,M,N,25000,5,0,12000,0,8589949963
46742,765,N,Leoan,Boxall,M,975-5713,HAMILTON,S,Y,90000,3.4,1000,0,1000,8589974321
50012,563,IA,Byunggyu,Carls,M,283-6679,AMES,S,Y,30000,4.795432,40,0,40,23004
70739,318,LA,Othmar,Schupeta,F,360-3753,GREENWELL SPRINGS,S,Y,90000,0.6,4500,0,1b000,17179881274
89103,702,VN,Ciprian,Kneisl,F,142-8324,LAS VEGAS,S,Y,70000,0,0,0,0,29413
89122,775,V,Moto,Idri,M,396-4406,LAS VEGAS,M,Y,15000,0,0,0,0,17179870774
99107,253,vWA,Yugo,Hobby,M,627-9680,BOYDS,M,N,40000,0,0,0,0,25769824350
99583,907,KA,Landon,Tibrook,M,102-9289,FALSE PASS,M,N,60000,0,0,0,0,8589972861
5079,802,T,Chengyu,Martella,M,119-4636,VERSHIRE,S,N,75000,4.4972854,3300,0,0,26971
8810,973,NJ,Michitaka,Parmelee,F,358-1723,DAYTON,S,N,55000,1.9519792,1000,0,0,8589989876
19725,302,ED,Asanobu,Welcome,M,692-3624,NEWARK,M,N,55000,5.609091,0,220,0,12235
25833,304,V,Panayotis,Hariharan,F,719-1673,DOTHAN,M,Y,20000,3.7,0,4000,2000,17179882255
29940,803,SC,Slava,Deokar,M,476-5467,SEABROOK,S,Y,10000,5.752432,3300,0,3300,17179912080
29940,803,SC,Murugappan,Salmen,M,172-7879,SEABROOK,M,N,80000,7,0,6600,0,17179872066
38543,865,tTN,Sugath,Tretmans,M,718-3998,ALPINE,M,Y,100000,0,0,0,0,17179916288
58125,701,D,Jongho,Mangaser,F,181-4054,FARGO,S,N,70000,2.5671675,3300,0,0,8589957751
59933,406,T,Pushan,Berstel,M,418-6488,STRYKER,M,N,90000,6.9,0,3800,0,17179888054
82010,307,WY,Dhiraj,Broscius,M,572-5742,CHEYENNE,S,N,60000,0,0,0,0,35621
82010,307,WY,Yunming,Piancastelli,F,669-2820,CHEYENNE,M,N,35000,0,0,0,0,25769825357
89319,775,NyV,Ruiz,Noriega,M,762-2835,RUTH,M,Y,85000,0,0,0,"",17179898143
97457,541,RO,Yiyun,Millington,M,584-4935,MYRTLE CREEK,M,Y,40000,9,0,318,159,25769821312
15484,484,PmA,Guru,Nooteboom,F,229-9834,ULEDI,M,N,70000,3.07,0,0,0,8589935027
16667,484,A,Teruhiko,Darche,M,831-5664,OSTERBURG,S,Y,85000,3.07,0,0,0,17179922604
25564,304,WV,Susie,Mungall,M,500-7764,SOD,S,Y,45000,5.45,2000,0,2000,17179918137
25564,304,WV,Koray,Flagg,M,613-9919,SOD,M,N,15000,3.35,0,4000,0,8589969340
27259,980,C,Divesh,Snedden,M,291-7038,HIGHFALLS,S,N,25000,6.256993,3300,0,0,36727
30349,478,AG,Rahim,Shilling,M,702-2956,ATLANTA,S,N,45000,6,2700,0,0,17179890188
53599,414,bWI,Sangyeun,Hapanyengwi,M,336-1267,WOODFORD,S,N,25000,4.880782,700,0,0,17179901570
54976,262,WI,Hidekazu,Villa,M,998-6098,SAXEVILLE,M,N,75000,5.7495394,0,1400,0,8589940989
58492,701,ND,Khurram,Sylor,F,507-9171,WIMBLEDON,M,N,35000,2.161439,0,6600,0,8589967139
58492,701,ND,Teruaki,Arblaster,M,840-8723,WIMBLEDON,S,Y,45000,2.2773614,3300,0,3300,17179922577
58492,701,ND,Armando,Aparicio,M,872-7393,WIMBLEDON,M,N,55000,2.3932838,0,6600,0,11352
58783,701,DN,Rachel,Milosavljevic,M,910-2345,SOURIS,S,N,5000,0.1,3300,0,0,17179889295
72001,870,R,Sanjiva,Hoene,M,539-2532,ADONA,S,N,35000,7,20,0,0,17179901738
84337,801,UT,Casimir,Birrer,M,934-2696,TREMONTON,S,N,95000,7,2475,0,0,24362
84337,801,UT,Namhee,Pfalzgraf,M,760-6625,TREMONTON,M,N,80000,7,0,4950,0,17179873516
84537,435,UT,Diane,Beznosov,M,543-9459,ORANGEVILLE,M,Y,60000,7,0,4950,2475,35740
84537,435,UT,Bala,Dashofy,M,172-3112,ORANGEVILLE,M,Y,15000,7,0,4950,2475,15454
3255,603,NH,Akhil,Bridges,F,207-8016,NEWBURY,M,Y,95000,0,0,0,0,3464
3255,603,NH,Zorana,Dragt,F,795-1448,NEWBURY,M,N,95000,0,0,0,0,25769829019
3835,603,NH,Hamza,Callan,M,200-6710,FARMINGTON,S,N,10000,0,0,0,0,8589936944
3835,603,NH,Jackie,Kohno,F,950-9985,FARMINGTON,S,N,75000,0,0,0,0,8589949805
30113,770,GA,Zahira,Kowalchuk,F,849-3130,BUCHANAN,M,N,100000,6,0,5400,0,25769826243
35893,334,AL,Surojit,Johannesen,M,923-7841,HUNTSVILLE,M,Y,100000,5,0,3000,300,17179917827
38623,228,MkS,Feiyu,Pearce,F,299-5774,DARLING,S,Y,40000,5,6000,0,1500,46734
48706,616,I,Nissim,Naggar,M,676-6615,BAY CITY,S,Y,45000,3.9,3100,0,3100,17179877815
55102,320,MN,Suneeti,Conta,F,124-9818,SAINT PAUL,S,N,40000,6.3900213,3300,0,0,17179917148
57437,605,SD,Kriton,Deter,M,689-8614,EUREKA,M,N,20000,0,0,0,0,8589970632
57437,605,SD,Arlindo,Malaveta,F,384-1039,EUREKA,S,N,65000,0,0,0,0,11318
57760,605,D,Soung,Parmelee,M,258-2194,NEWELL,M,N,95000,0,0,0,0,17179913658
58335,701,ND,Jitendra,Swiss,F,579-4764,FORT TOTTEN,M,N,65000,2.5092063,0,6600,0,8589956258
58335,701,ND,Vigyan,Zilles,M,220-4413,FORT TOTTEN,M,N,5000,2.1,0,6600,0,25769808793
66761,620,S,Keith,Dicky,M,725-1555,PIQUA,S,N,100000,6.45,2250,0,0,8589965272
72475,501,R,Verena,McKenna,M,433-9080,WALDENBURG,M,Y,50000,7,"",40,20,25769808263
73757,580,OK,Guntram,Strohm,F,856-7452,LUCIEN,S,Y,25000,6.25,1000,0,1000,57932
80010,719,CO,Zhibin,Sommen,F,368-2120,AURORA,M,N,15000,4.63,k0,0,0,25769827480
87503,505,NM,Goopeel,Ramanan,F,580-9228,SANTA FE,S,Y,35000,5.3,3300,0,3300,55637
87503,505,NM,Kara,Campr,F,379-5289,SANTA FE,S,Y,80000,5.3,3300,0,3300,8589962352
89883,775,VN,Jaron,Sindoni,F,688-9114,WEST WENDOVER,M,N,90000,0,0,0,0,8589951864
96839,808,HI,Olumide,Blomberg,M,305-3637,HONOLULU,S,Y,35000,7.3486843,1040,0,1040,17179880156
96839,808,HI,Its''hak,Bartscht,F,785-4623,HONOLULU,M,N,50000,8.25,0,2080,0,8589949010
99738,907,K,Tessa,Livadas,F,751-5872,EAGLE,S,Y,45000,0,0,0,0,17179922783
2864,401,RI,Maartje,Martindale,M,596-9710,CUMBERLAND,S,N,55000,0,0,0,0,8589979774
2864,401,RI,Abdelmalek,Llorente,F,884-1334,CUMBERLAND,M,N,15000,0,0,0,0,534
16667,484,PA,Lionello,Narahari,M,436-7662,OSTERBURG,M,N,70000,3.07,0,0,0,8589976398
21204,410,DM,Jutta,Weistroffer,M,865-8799,TOWSON,M,N,5000,4.75,0,4800,0,8589960645
55578,763,MN,Evanthia,Rosenberg,"",268-9186,MAPLE PLAIN,M,N,90000,7.85,0,6600,0,44911
57066,605,kSD,Asuman,Kochetov,M,118-6969,TYNDALL,S,N,50000,0,0,0,0,13090
58505,701,ND,Berni,Litant,M,571-6509,BISMARCK,M,N,10000,2.1,0,6600,0,18158
58505,701,ND,Gesualdo,Bickford,M,408-9230,BISMARCK,S,Y,40000,2.2194002,3300,0,3300,53219
58854,701,D,Shigekazu,Tompa,M,824-1867,WATFORD CITY,S,N,85000,2.7410512,3300,0,0,17179907580
59642,406,MT,Tanveer,Rety,M,236-3796,RINGLING,S,N,55000,6.9,1900,0,0,17179920950
59642,406,MT,Marsja,Mendelsohn,M,192-8265,RINGLING,M,N,100000,6.9,0,3800,0,8589985015
59823,406,MT,Peixin,Fucik,M,990-7642,BONNER,M,Y,60000,6.9,0,3800,1900,17179883961
59823,406,MT,Raqui,Sundgren,M,667-9092,BONNER,M,Y,95000,6.9,0,3800,1900,17179892350
83011,307,Y,Nanda,Tash,F,645-7976,KELLY,M,N,25000,0,0,0,0,17179873691
84130,435,T,Ami,Nuseibeh,F,494-2658,SALT LAKE CITY,M,N,95000,7,0,4950,0,6856
88430,505,wNM,Selmer,Zhongzhi,M,420-9829,NARA VISA,S,Y,20000,5.3,3300,0,3300,17179903859
96849,808,HI,Katharine,Straube,F,237-8132,HONOLULU,S,N,70000,8.25,1040,0,0,8589963223
96849,808,HI,Sanjiv,Gerbe,M,253-2415,HONOLULU,M,Y,95000,8.25,0,2080,1040,17179901730
98844,509,WA,Suphachai,Rahola,M,803-7939,OROVILLE,M,Y,75000,0,0,0,0,17179917408
775,939,RP,Bingchiang,Anquetil,M,573-4147,CULEBRA,S,Y,85000,0,0,0,0,19618
957,939,gPR,Vesselin,Yand,F,929-7804,BAYAMON,S,Y,80000,0,0,0,0,25769808483
2838,401,IR,Ricardo,Burroughs,M,295-9951,MANVILLE,S,N,5000,0,0,0,0,17179894814
6233,860,CT,Kejun,Rioboo,M,955-9286,BALLOUVILLE,"",N,5000,3,0,24500,0,8589965339
6233,860,CT,Mildred,Dinkhoff,F,623-6130,BALLOUVILLE,S,N,65000,5,12750,0,0,8589990655
28201,252,zNC,Hae,Tsvetovat,M,556-5363,CHARLOTTE,S,N,35000,6.466783,3300,0,0,8589935718
47584,765,NI,Chidanand,McIlraith,F,396-3185,SPURGEON,S,bY,70000,3.4,1000,0,1000,27416
59710,406,MT,Mitsuru,Karlapalem,M,827-8060,ALDER,S,N,90000,6.9,1900,0,0,8589992437
59710,406,MT,Puri,Hernan,F,942-3471,ALDER,S,N,40000,6.9,1900,0,0,17179888022
59825,406,T,Yoko,Keen,M,180-9242,CLINTON,M,N,85000,6.9,0,3800,0,25769821793
65104,816,OM,Aniorte,Perkins,M,654-7464,JEFFERSON CITY,S,N,15000,6,2100,0,0,8694
88102,505,NM,Giuseppa,eRhak,F,651-3520,CLOVIS,S,N,35000,5.3,3300,0,0,54882
88102,505,NM,Libby,Mokryn,M,944-9918,CLOVIS,S,Y,5000,1.7,3300,0,3300,8589975238
99653,907,AK,Osmar,Stessman,M,410-5844,PORT ALSWORTH,S,N,55000,0,0,0,0,17179881094
99653,907,AK,Lillian,Bamford,F,276-8504,PORT ALSWORTH,S,N,100000,0,0,0,0,8589975848
704,939,PR,Masali,Gihr,F,426-7959,AGUIRRE,S,Y,90000,0,0,0,0,8589985923
704,939,PR,Peter,Nobauer,F,750-4541,AGUIRRE,S,N,60000,0,0,0,0,17179884616
4564,207,MxE,Yuuichi,Longobardi,M,703-4534,ROUND POND,M,N,10000,4.5857663,0,5700,0,25769825728
5055,802,TV,Trevor,Rozin,F,222-7639,NORWICH,S,N,30000,3.6019895,3300,0,0,25769803788
5143,802,TV,Tetsuji,Ede,M,394-9428,CHESTER,S,Y,100000,4.994672,3300,0,3300,17179922901
6889,860,fCT,Chilukuri,Ciolek,M,952-8892,WESTPORT,M,N,85000,5,0,24500,0,27730
19943,302,DE,Amelia,Ramsey,M,709-1531,FELTON,S,Y,90000,s5.95,110,0,110,6791
19943,302,DE,Vojtech,Baak,F,391-3321,FELTON,M,N,45000,4.927273,0,220,0,25769810575
20229,202,DC,Ranjeev,Wrzszcz,F,558-6716,WASHINGTON,"",Y,45000,9,1370,0,1370,17179892159
20229,202,DC,Omer,Loiselle,F,695-4434,WASHINGTON,M,N,100000,9,0,2740,0,17179880205
36376,205,bAL,Arild,Garigliano,dM,679-1441,WEBB,S,N,45000,5,1500,0,0,10958
50012,563,AI,Donn,Nohmi,M,405-4968,AMES,S,Y,35000,5.567322,40,0,40,37921
57274,605,ShD,Ronit,Prior,M,796-3928,WEBSTER,M,Y,15000,0,0,0,0,17179896787
57791,605,hSD,Sangman,Gargeya,F,605-1010,WASTA,S,Y,35000,0,0,0,0,17179901463
59247,406,MT,Kailish,Pietak,M,418-4173,MEDICINE LAEK,S,Y,100000***,6.9,1900,0,1900,8589961177
59247,406,MT,Mostafa,Dannevik,M,614-6643,MEDICINE LAKE,M,N,45000,0.69,0,3800,0,17179870722
68791,402,EN,Egidio,Vutukuru,M,997-1074,WISNER,S,N,70000,6.84,103,0,0,40322
88021,505,NM,Shumeet,Erva,M,255-8394,ANTHONY,M,N,60000,5.3,0,6600,0,17179910075
88021,505,NM,Ramachendra,Lovis,F,152-8523,ANTHONY,S,Y,30000,5.3,3300,0,3300,17179891206
89178,775,NV,Anthony,Zyda,M,805-2442,LAS VEGcAS,M,N,10000,0,0,0,0,9627
89178,775,NV,Archita,Steinparz,F,853-3366,LAS VEGAS,S,N,95000,0,0,0,0,10589
6512,860,TC,Yahong,Preus,F,194-7577,EAST HAVEN,M,Y,50000,5,0,24500,0,25769818051
8021,856,NJ,Renganathan,Weissmarm,M,161-8505,CLEMENTON,S,Y,80000,2.34625,1000,0,1500,17179894216
20003,202,CD,Aad,Brodman,F,916-6394,WASHINGTON,S,N,45000,9,1370,0,0,23
35056,334,AL,Valentine,Nonn,M,599-6102,CULLMAN,M,N,60000,5,0,3000,0,25769806901
35056,334,AL,Nader,Fouchal,F,571-8921,CULLMAN,S,N,65000,5,1500,0,0,17179872784
37224,865,N,Smita,Hjalmtysson,F,148-7873,NASHVILLE,M,Y,35000,0,0,0,0,17179912261
37409,731,TN,Rajamani,Gyenizse,M,252-5503,CHATTANOOGA,M,Y,95000,0,0,0,0,17179890558
46311,812,fIN,Rosine,Hehmann,M,937-7014,DYER,S,Y,20000,3.4,1000,0,1000,17179897332
58768,701,ND,Salah,Whiting,F,497-6120,NORWICH,S,Y,25000,2.1,3300,0,3300,17179900214
58768,701,ND,Prabal,Evard,M,648-8837,NORWICH,M,Y,50000,2.3353226,0,6600,3300,17179886769
82227,307,WY,Sanping,Ciolek,F,445-4810,MANVILLE,M,N,30000,0,0,0,0,17179901964
82227,307,WY,Fengjie,Milanese,F,644-3705,MANVILLE,S,N,15000,0,0,0,0,47079
89413,775,NjV,Stergios,Nocker,M,847-3187,GLENBROOK,M,Y,85000,0,0,0,0,17179915303
5074,802,VT,Tamas,Mineiro,M,410-2684,THETFORD,M,N,10000,3.6,0,6600,0,17179920576
5074,802,VT,Lang,Bik,M,785-2882,THETFORD,M,Y,5000,3.6,0,6600,3300,8589972952
6380,860,TC,Murali,Moshell,M,388-2129,TAFTVILLE,M,Y,25000,5,0,24500,0,17179871796
19946,302,DE,Aluzio,Pokrovskii,F,762-2726,FREDERICA,M,Y,30000,3.9045453,0,220,110,6214
19946,302,DE,Ignas,Pitchumani,M,969-5362,FREDERICA,M,N,90000,5.95,0,220,0,8589946534
19946,302,DE,Gennady,Mikschl,F,18-3492,FREDERICA,M,Y,80000,5.95,0,220,110,51977
73051,405,KO,Elvia,Karner,F,607-6909,LEXINGTON,S,N,55000,6.25,1000,0,0,42273
83403,208,DI,Myrna,Ekanadham,M,735-9070,IDAHO FALLS,M,Y,40000,7.8,0,6600,3300,17179872338
84340,435,UT,Sharat,Warwick,M,420-5713,WILLARD,M,Y,40000,7,0,4950,2475,17179906166
84340,435,UT,Woojin,Ygge,F,423-7007,WILLARD,S,Y,85000,7,2475,0,2475,25769814973
85396,928,AZ,Donato,Melcarne,F,442-8212,BUCKEYE,M,Y,100000,4.265,0,4200,2300,37444
85396,928,AZ,Pyeong,Winzer,F,v315-5277,BUCKEYE,S,Y,35000,3.2575,2100,0,2300,17179888137
99674,907,AfK,Fahiem,Mertsiotakis,F,951-2756,SUTTON,S,Y,70000,0,0,0,0,45572
19701,302,E,Marcelino,Indiresan,F,525-7254,BEAR,S,N,15000,2.8818183,110,0,0,8589983077
20227,202,DC,Yufeng,Weinert,M,228-7655,WASHINGTON,S,Y,5000,4.5,1370,0,1370,25769824324
20227,202,DC,Tullio,Mynatt,M,125-6152,WASHINGTON,S,Y,35000,9,1370,0,1370,25769804602
54547,715,WI,Tyll,Swen,F,571-6443,MERCER,M,N,65000,5.575788,0,1400,0,25769804982
54547,715,WI,Ciprian,Azagury,F,998-9186,MERCER,M,N,100000,6.183918,0,1400,0,29410
58505,701,DN,Syed,Tanzariello,M,194-3009,BISMARCK,S,Y,50000,2.3353226,3300,0,3300,17179918776
80136,303,CsO,Reind,Hoogendoorn,F,369-8146,STRASBURG,S,Y,95000,4.63,0,0,0,17179893669
83011,307,YW,Ram,Nierstrasz,M,968-3453,KELLY,M,N,5000,0,0,0,0,17179891120
83637,208,ID,Suhas,Panwar,F,539-3124,LOWMAN,S,N,25000,7.8,3300,0,0,17179916369
83637,208,ID,Souvik,Broer,M,326-7820,LOWMAN,M,Y,5000,2.6903439,0,6600,3300,17179913749
87158,505,M,Vigyan,Lorys,M,759-4350,ALBUQUERQUE,S,Y,60000,5.3,3300,0,a3300,25769808785
96801,808,HI,Kern,Hemerik,F,811-6900,HONOLULU,M,N,60000,8.25,0,2080,0,8589966423
96801,808,HI,Jianchen,Czarnecki,F,346-2911,HONOLULU,S,pY,10000,2.8421054,1040,0,1040,8589954165
96801,808,HI,Shiyu,Scheid,M,748-7366,HONOLULU,M,N,20000,4.644737,0,2080,0,17179908867
97885,971,OtR,Loganath,Zschoche,M,229-8724,WALLOWA,M,N,5000,7.4102564,0,318,0,8589977302
98925,360,WpA,Rohit,Schallart,F,565-3413,EASTON,M,N,25000,0,0,0,0,17179896097
99674,907,K,Evangeline,Lotkin,M,556-8035,SUTTON,M,N,30000,0,0,0,0,44869
4346,207,E,Cetin,Kern,M,805-3294,RANDOLPH,S,N,80000,8.5,2850,0,0,25167
6146,203,T,Tzu,Ozkan,M,180-5051,HARTFORD,S,N,85000,5,12750,0,0,25769805180
29506,864,SC,Ramarao,Eustace,F,791-7734,FLORENCE,S,Y,40000,7,3300,0,3300,17179891360
29506,864,SC,Teresemarie,Siler,M,995-5565,FLORENCE,M,Y,90000,7,0,6600,3300,17179922260
42120,606,KY,Jurjen,Csaba,F,518-2884,ADOLPHUS,S,N,70000,5.7222223,20,0,0,8589960446
42120,606,KY,Inbal,Shilov,F,534-6967,ADOLPHUS,S,N,15000,2.6666667,20,0,0,8589947387
47993,765,IN,Madhura,Klaiber,F,625-5664,WILLIAMSPORT,M,N,95000,3.4,0,2000,0,8589980194
47993,765,IN,Harvey,Littlewood,M,403-9548,WILLIAMSPORT,M,Y,10000,3.4,0,2000,1000,8589938510
58125,701,ND,Yehoshafat,Rivierre,F,967-9657,FARGO,S,Y,40000,2.2194002,3300,0,3300,25769819782
58125,701,ND,Elben,Lust,F,155-2893,FARGO,S,N,30000,2.1034775,3300,0,0,41197
