index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
4329,17380,Teruji,Schaeffer,F,603,290-7232,RANDOLPH,NH,3593,S,Y,60000,0.0,0,0,0
4330,17381,Mun,Tickle,M,302,642-4601,DELAWARE CITY,DE,19706,M,Y,40000,4.586364,0,220,110
4331,17383,Fumihiko,Sridhar,F,347,990-4910,CAMDEN,NY,13316,M,N,25000,4.0984755,0,0,0
4332,17384,Walcelio,Pietra,F,939,432-5542,SAN JUAN,PR,911,S,N,75000,0.0,0,0,0
4333,17389,Tadanori,d''Argence,M,802,982-9628,LONDONDERRY,VT,5148,S,Y,55000,4.099376,3300,0,3300
4334,17390,Thulasiraman,Marsala,F,609,508-8495,BSECON,NJ,8205,M,Y,5000,1.4,0,2000,1500
4335,17391,Tung,Spieker,empty,732,242-8065,JERSEY CITY,NJ,7310,S,N,10000,1.4,1000,0,0
4336,17392,Sujoy,Passino,F,802,414-8797,MONTGOMERY CENTER,VT,5471,S,N,75000,4.497285400000001,3300,0,0
4337,17394,Tatsurou,Ventsov,F,973,146-8796,JERSEY CITY,NJ,7305,M,Y,100000,2.6616669,0,2000,1500
4338,17398,Bakhadyr,Rago,M,603,813-3911,WEST STEWARTSTOWN,NH,3597,M,N,20000,0.0,0,0,i0
4339,17401,Aparna,Budinsky,M,302,424-3270,SAINT GEORGES,pDE,19733,M,Y,65000,5.95,0,220,110
4340,17403,Feiling,Spuler,M,585,547-8885,MAPLECREST,NY,12454,S,Y,90000,4.475,0,0,1000
4341,17404,Dongseung,Sadowski,***,484,128-8000,TURKEY CITY,PA,16058,S,N,5000,3.07,***,empty,0
4342,17406,Amparo,Cannard,empty,732,445-9655,PORT MURRAY,NJ,7865,M,N,95000,2.5828125,0,2000,0
4343,17408,Haya,Schroff,F,443,991-5521,BUSHWOOD,MD,20618,M,Y,60000,4.75,0,empty,2400
4344,17409,Bharathi,Rajala,M,845,194-2719,JAMAICA,NY,11433,S,N,70000,4.359146,0,0,0
4345,17418,Lorcan,Ramaswamy,F,939,878-2282,CAYEY,PR,736,M,Y,65000,0.0,0,empty,0
4346,17421,Bjarne,Straney,F,203,672-2607,NEW HAVEN,CmT,6535,S,Y,50000,5.0,12750,0,0
4347,17422,Gerhard,Multani,F,862,906-9734,JACKSON,NJ,8527,S,Y,75000,2.267396,1000,0,1500
4348,17426,Hiu,Karczmarczuk,M,609,693-6408,ESSEX FELLS,NJ,7021,M,Y,35000,1.6365625,0,2000,1500
4349,17427,Joydeep,Popplestone,M,607,888-6367,UNIONVILLE,NY,10988,S,N,5000,4.0,p0,s0,0
4350,17439,Cory,Turnbull,M,484,541-8687,TROUT RUN,PA,17771,M,N,50000,3.07,0,0,0
4351,17440,Kolar,Meriste,M,603,923-7805,ASHLAND,NH,3217,M,N,65000,0.0,0,0,0
4352,17447,Ergun,Felice,M,347,945-4181,BASOM,NY,14013,M,Y,15000,4.040549,empty,0,1000
4353,17449,Jaeseok,Knecht,M,302,569-1803,WILMINGTON,dDE,19894,S,N,40000,4.586364,110,0,0
4354,17459,Khosrow,Spiliopoulou,F,315,351-3984,NEW YORK,NY,10153,M,Y,25000,4.0984755,0,0,1000
4355,17461,Naohiko,Ornburn,M,631,682-7510,UTICA,NY,13599,S,N,25000,4.0984755,0,0,0
4356,17465,Bui,Bak,M,603,960-3119,MARLBOROUGH,NH,3455,S,N,85000,0.0,t0,0,0
4357,17467,Anindya,Messabih,F,302,576-6140,OCEAN VIEW,DE,19970,M,N,10000,2.540909,0,220,0
4358,17472,Terje,Grass,M,787,929-4056,SAN JUAN,PR,910,M,N,15000,0.0,0,0,0
4359,17475,Bokyung,Pieper,F,603,144-9495,SUNAPEE,NH,3782,M,Y,35000,0.0,u0,0,0
4360,17486,Kangwoo,Shimono,F,610,372-8737,PICTURE ROCKS,PA,17762,S,N,65000,3.07,0,0,0
4361,17488,Xiaoya,Tomokiyo,M,814,730-6755,EAST PITTSBURGH,PA,15112,S,N,30000,3.07,0,0,0
4362,17491,Wafi,Prevel,M,787,433-3545,CIALES,PR,638,S,N,50000,0.0,0,0,0
4363,17492,Corrado,Noel,empty,802,761-5626,SHELDON,VT,5483,M,N,85000,4.69624,0,6600,empty
4364,17496,Gus,Fayyad,M,939,416-2785,AIBONITO,PR,705,S,Y,60000,0.0,0,0,0
4365,17500,Haibin,Abbas,M,401,487-8893,WAKEFIELD,RI,2880,S,N,15000,0.0,empty,0,0
4366,17501,Jieming,Hanatani,F,207,541-1553,ASHLAND,ME,4732,S,N,85000,8.5,2850,0,0
4367,17509,Georgios,Ellozy,F,302,244-9898,MILLSBORO,DE,19966,M,N,45000,4.9272730000000005,0,220,0
4368,17516,Rajib,Lieflander,F,787,315-9008,UTUADO,PR,641,S,Y,80000,0.0,0,0,0
4369,17517,Jongmoo,Yagi,empty,862,724-4912,RUTHERFORD,NJ,7070,M,N,70000,2.1885417,0,2000,0
4370,17525,Hiroko,Ibel,F,207,327-8488,DRESDEN,ME,4342,M,Y,40000,8.5,0,5700,2850
4371,17529,Tunhow,Doushou,empty,212,162-2381,NEW YORK,NY,10040,M,N,15000,4.040549,0,0,0
4372,17533,Shabbir,Miranker,M,207,714-1671,CHINA VILLAGE,ME,4926,S,Y,35000,8.5,2850,0,2850
4373,17535,Waqar,Yeom,M,401,246-2427,WEST KINGSTON,RI,2892,S,Y,60000,0.0,p0,0,0
4374,17541,Morris,Stanica,M,603,314-4470,MONT VERNON,NgH,3057,M,Y,90000,0.0,0,0,0
4375,17545,Shailesh,Aagedal,empty,302,383-4602,LINCOLN,DE,19960,S,N,70000,5.95,110,0,0
4376,17549,Wilma,Mittal,F,207,571-8181,RICHMOND,ME,4357,S,N,75000,8.5,2850,0,0
4377,17551,Eman,Farinas,M,802,454-8645,WHITINGHAM,VT,5361,M,Y,95000,4.8951945,0,6600,3300
4378,17557,Desmond,Khang,empty,302,963-5578,NEWARK,eDE,19716,M,N,80000,5.95,0,220,0
4379,17558,Shaowen,Klette,F,203,602-2578,BRIDGEPORT,T,6601,M,N,35000,5.0,0,24500,0
4380,17559,Marlin,Rain,M,202,522-3846,WASHINGTON,wDC,20542,S,N,40000,9.0,1370,***,0
4381,17560,Mathieu,Trunk,F,401,477-2401,RIVERSIDE,RI,2915,S,N,55000,0.0,0,***,0
4382,17561,Pascal,Jonker,nM,202,865-7435,WASHINGTON,CD,20074,M,Y,65000,9.0,0,2740,1370
4383,17567,Heiki,Graft,F,781,273-8864,STURBRIDGE,MA,1566,S,Y,20000,5.3,3575,0,1000
4384,17570,Barrett,Dou,M,202,719-8845,WSAHINGTON,CD,20044,M,Y,65000,9.0,0,2740,1370
4385,17571,Daniil,Trunk,F,908,575-9698,NORWOOD,NJ,7648,M,Y,50000,1.873125,0,2000,1500
4386,17572,Gennoveffa,Theodoratos,F,301,403-1394,ANAPOLIS,MD,21402,M,N,65000,4.75,0,4800,empty
4387,17582,Rostam,Yochum,F,401,464-7916,RUMFORD,RI,2916,S,Y,45000,0.0,0,0,0
4388,17585,Zary,Accomazzi,M,302,784-5307,NEWARK,E,19716,S,N,70000,5.95,110,c0,0
4389,17594,Bogdan,Hacid,F,814,498-6876,SALINA,PA,15680,M,N,80000,3.07,0,0,0
4390,17598,Lars,Stouraitis,M,202,680-3745,WASHINGTON,oDC,20539,M,Y,5000,4.5,0,2740,1370
4391,17603,Lusheng,Luukkainen,F,203,111-1760,GLASTONBURY,T,6033,S,N,55000,5.0,1q2750,0,0
4392,17606,Zeenat,Birattari,F,202,912-5838,WASHINGTON,bDC,20408,S,Y,15000,5.625,1370,0,1370
4393,17607,Melissa,Ohori,F,908,890-1113,MORRISTOWN,NJ,7963,S,N,85000,2.4251041,1000,0,0
4394,17613,Shuichi,Reistad,F,973,651-2342,DEERFIELD STREET,NJ,8313,M,Y,90000,2.5039582,0,2000,1500
4395,17615,Rayadurgam,Dewey,M,302,885-5991,WILMINGTON,ED,19807,M,N,15000,2.8818183,0,220,0
4396,17628,Vladan,Kalorkoti,M,787,834-9740,BAYAMON,PR,958,M,N,75000,0.0,0,0,0
4397,17637,Tung,Niccum,F,401,739-2036,EWPORT,RI,2841,S,Y,70000,0.0,empty,0,0
4398,17642,Saydean,Meter,M,609,213-5479,RICHLAND,NJ,8350,M,Y,30000,1.5577083,0,2000,1500
4399,17643,Hiroshige,Brennan,M,401,672-1918,CENTRAL FALLS,RI,2863,S,Y,80000,0.0,0,0,0
4400,17645,Brigitte,Anquetil,F,351,441-3668,SHERBORN,MA,1770,S,Y,35000,5.3,3575,0,1000
4401,17647,Yardena,Gool,empty,401,273-4030,empty,RI,2836,S,Y,80000,0.0,0,0,0
4402,17664,Tilo,Hoopen,F,351,865-8600,BOSTON,MA,2207,M,N,55000,5.3,0,71e50,0
4403,17666,Basem,Carla,F,939,235-9782,AGUAS vBUENAS,PR,703,S,N,95000,0.0,0,0,0
4404,17668,Dannz,Besancenot,M,551,162-4855,CHESTER,NJ,7930,M,N,90000,2.5039582,0,2000,0
4405,17670,Jonanthan,Strohm,F,646,900-9930,MANNSVILLE,NY,13661,M,N,65000,4.330183,0,0,0
4406,17673,Hironobu,Khalid,M,551,529-1405,MEDFORD,NJ,8055,M,Y,65000,2.1096876,0,2000,1500
4407,17677,Ehab,Bidwell,M,302,150-6468,BAER,tDE,19701,M,Y,30000,3.9045453,0,220,empty
4408,17680,Ernest,Luckhardt,M,978,503-3366,BOSTON,MA,2222,S,Y,90000,5.3,3575,0,1000
4409,17683,Maha,Bena,F,802,814-3283,FAIRFAX,VT,5454,S,Y,55000,4.099376,3300,0,3300
4410,17692,Tua,Pericliev,F,202,274-9093,WASHINTGON,CD,20544,S,Y,15000,5.625,1370,empty,1370
4411,17693,Junxian,Chitson,M,401,719-9958,PROVIDENCE,RI,2940,M,Y,100000,0.0,0,0,0
4412,17698,Dejan,Favero,F,443,206-7101,FINKSBURG,MD,21048,M,N,85000,4.75,0,4800,0
4413,17703,Dalibor,Borufka,***,203,610-4270,SALISBURY,uCT,6068,S,Y,35000,5.0,12750,0,0
4414,17710,Ling,Zisman,F,347,595-4916,FLUSHING,NY,11390,M,N,40000,4.1853657,0,0,0
4415,17719,Slimane,Rutten,F,203,547-4549,WINDSOR,T,6095,M,Y,10000,0.0,0,24500,0
4416,17720,Raghu,Pien,F,201,655-6489,TRENTON,dNJ,8618,M,Y,65000,2.1096876,0,2000,1500
4417,17724,Kejun,Rioboo,M,860,955-9286,BALLOUVILLE,CT,6233,M,N,5000,3.0,0,24500,0
4418,17728,Line,Gracia,F,401,257-2406,NEWPORT,RI,2840,M,Y,45000,0.0,0,0,0
4419,17731,Filip,Legato,M,585,839-9443,SPRING BROOK,NY,14140,S,N,65000,4.330183,empty,0,0
4420,17735,Yewei,Butzer,F,603,579-5187,FITZWILLIAM,NH,3447,S,Y,40000,0.0,0,0,0
4421,17738,Bing,Seggelke,M,802,693-1121,MARSHFIELD,VT,5658,S,Y,15000,3.6,3300,0,3300
4422,17741,Qingsheng,Postma,M,202,175-1267,WASHINGTON,DgC,20463,S,Y,95000,9.0,1370,0,1370
4423,17751,Juei,Hiyoshi,M,857,348-1317,BOSTON,MA,2199,S,N,55000,5.3,3575,0,0
4424,17756,Ahmet,Bazelow,M,267,721-4189,ERWINNA,PA,18920,M,N,90000,3.07,0,0,0
4425,17757,Erwin,Warschko,M,207,287-5767,HARBORSIDE,ME,4642,M,Y,15000,6.9580293000000015,0,5700,2850
4426,17758,Duong,Avritzer,***,413,861-5416,HINGHAM,MA,2043,M,Y,20000,5.3,0,7150,1000
4427,17769,Adwin,Bidoit,F,203,136-3994,DANBURY,T,6814,S,N,55000,5.0,12750,0,0
4428,17777,Thula,Daughtrey,sF,203,255-6775,CHAPLIN,T,6235,S,N,70000,5.0,12750,0,0
4429,17781,Ranjeev,Kadakuntla,F,410,412-1368,BALTIMORE,MD,21215,M,N,45000,4.75,empty,4800,0
4430,17787,Rokia,Wohlfarth,F,978,885-1658,BERNARDSTON,MA,1337,S,N,60000,5.3,3575,0,0
4431,17790,Pushpa,Takada,M,315,420-2743,REXVILLE,NY,14877,S,N,40000,4.1853657,0,0,0
4432,17791,Tetsuji,Moshell,empty,207,405-9221,MONROE,ME,4951,M,Y,75000,8.5,0,5700,2850
4433,17792,Tapan,Blaine,M,401,351-8532,NORTH KINGSTOWN,RI,2852,M,N,95000,0.0,0,0,0
4434,17795,Vishu,Murtha,***,978,682-9931,SOMERVILLE,MA,2145,S,N,95000,5.3,3575,0,0
4435,17800,Morison,Shalini,empty,717,437-4400,SUGAR GROVE,PA,16350,S,N,50000,3.07,g0,empty,0
4436,17801,Teofilo,Albuquerque,F,401,836-4297,PAWTUCKET,RI,2861,S,N,10000,0.0,***,0,0
4437,17802,Arash,Summers,F,603,215-6630,HAVERHILL,NH,3765,M,Y,30000,0.0,0,0,0
4438,17814,Juichi,Birdsall,M,609,713-2821,POTTERSVILLE,NJ,7979,S,N,45000,1.7942707999999998,1000,0,0
4439,17818,Bozhidar,Landram,F,787,300-8425,CAROLINA,PR,981,M,Y,35000,0.0,empty,0,0
4440,17825,Arco,Sandin,F,401,397-8586,PEACE DALE,RI,2883,S,Y,60000,0.0,0,0,0
4441,17829,Cay,Guillame,M,401,882-6056,EAST PROVIDENCE,RI,2914,S,Y,75000,0.0,***,0,0
4442,17831,Jeong,Edmark,M,215,449-1823,MONTGOMERY,A,17752,M,N,30000,3.07,0,0,0
4443,17832,Hailing,Lazell,M,302,511-3476,KENTON,ED,19955,M,Y,80000,5.95,0,220,110
4444,17837,Swarup,Bridges,F,207,726-3939,YARMOUTH,ME,4096,M,Y,90000,8.5,0,5700,2850
4445,17842,Mohsen,Margarian,M,202,204-7733,WASHINGTON,C,20055,S,N,65000,9.0,1370,e0,0
4446,17848,Yoriko,Jolfaei,F,410,405-7799,DERWOOD,MD,20855,M,N,50000,4.75,0,4800,0
4447,17852,Chetz,Melter,F,603,785-8592,FRANCONIA,NH,3580,S,Y,80000,0.0,e0,0,0
4448,17857,Donato,Aberth,empty,603,183-5822,WALPOLE,NH,3608,S,N,30000,0.0,0,0,0
4449,17858,Linda,Bressan,F,610,228-4901,GLEN LYON,PA,18617,M,Y,75000,3.07,0,0,0
4450,17859,Limin,Kirchgaassner,M,848,270-8943,TRENTON,NJ,8603,M,Y,35000,1.6365625,0,2000,1500
4451,17862,Mun,Mourlas,empty,207,591-1428,EAGLE LAKE,ME,4739,M,Y,80000,8.5,0,5700,2850
4452,17866,Marghny,Plesniewicz,M,202,141-6940,WASHINGTON,CD,20340,M,Y,20000,6.75,empty,2740,1370
4453,17869,Yuji,Krotopoulou,F,848,982-2289,HARRINGTON PARK,NJ,7640,M,N,65000,2.1096876,0,2000,0
4454,17880,Sampath,Hasida,F,302,249-1321,NEW CASTLE,E,19720,S,N,65000,5.95,110,o0,0
4455,17886,Laveen,Angeleri,M,603,803-3138,LOCHMERE,NH,3252,S,N,80000,0.0,0,empty,0
4456,17892,Devika,Kehrer,M,732,788-3178,STILLWATER,NJ,7875,S,N,80000,2.34625,empty,0,0
4457,17893,Sangiv,Zahle,F,607,661-6138,ALBANY,NY,12240,M,Y,100000,4.5329266,0,0,1000
4458,17894,Arunabha,Hodge,F,617,306-1119,GROVELAND,MA,1834,M,N,65000,5.3,0,750,0
4459,17895,Hiroyasu,Heggernes,F,302,915-8671,CAMDEN WYOMING,E,19934,M,Y,55000,5.609091,0,220,110
4460,17899,Rose,Olien,F,240,856-4459,PORT REPUBLIC,MD,20676,M,Y,25000,4.75,0,4800,2400
4461,17903,Yooichi,Tumuluri,F,603,104-1777,PITTSBURG,NH,3592,S,Y,30000,0.0,j0,0,0
4462,17906,Pintsang,Roison,F,516,190-2448,BUFFALO,NY,14270,S,N,50000,4.243293,0,0,0
4463,17909,Mel,Murty,M,207,973-1041,BELGRADE LAKES,ME,4918,S,Y,95000,8.5,2850,0,2850
4464,17911,Dionysis,Boguraev,***,862,386-5644,CLARK,NJ,7066,S,Y,10000,1.4,1000,0,1500
4465,17913,Andee,Rahier,M,202,630-8871,WASHINGTON,C,20251,S,Y,95000,9.0,1370,0,1370
4466,17914,Wood,Phiphobmongkol,M,607,362-5592,RUSHFORD,NY,14777,M,N,80000,4.4170732,0,0,0
4467,17915,Richmond,Buckberry,F,207,461-7379,SULLIVAN,ME,4664,M,N,55000,8.5,0,5700,v0
4468,17918,Matk,Brody,M,207,538-4230,ATHNES,ME,4912,M,Y,65000,8.5,empty,empty,2850
4469,17920,Ferroudja,Muldowney,F,267,574-1256,SOUTH HEIGHTS,PA,15081,M,N,70000,3.07,0,0,0
4470,17928,Ileana,Karner,F,603,776-3250,WEST PETERBOROUGH,NH,3468,M,N,30000,0.0,0,0,0
4471,17929,Peichen,Bara,M,603,849-7771,WEST CHESTERFIELD,NH,3466,M,N,5000,0.0,0,0,0
4472,17931,Olivera,Ahn,M,845,295-8900,MODEL CITY,NY,14107,M,Y,65000,4.330183,0,0,1000
4473,17936,Viggo,Bronts,F,802,433-9133,NEW HAVEN,VT,5472,M,N,35000,3.7014668,0,6600,0
4474,17948,Ung,Metze,F,401,372-4909,PORTSMOUTH,RI,2871,M,N,5000,0.0,0,0,0
4475,17951,Jianhui,Schattler,F,787,881-6429,CAROLINA,PR,979,M,N,85000,0.0,empty,0,0
4476,17953,Libero,Taft,M,860,851-2447,TERRYVILLE,CT,6786,M,Y,95000,5.0,0,24500,0
4477,17959,Janett,Whinston,F,202,549-8084,WASHINGTON,DC,20526,M,N,30000,9.0,0,2740,0
4478,17961,Prabakar,Bracchi,F,802,333-9359,DANVILLE,VT,5828,M,Y,70000,4.397808,0,6600,3300
4479,17963,Ratnesh,Donati,empty,860,183-5070,THOMASTON,CT,6787,S,Y,20000,5.0,12750,0,0
4480,17964,Tanveer,Quinet,M,202,408-5111,WASHINGTON,CD,20395,M,Y,100000,9.0,0,2740,1370
4481,17965,Yiming,Cohoon,M,202,787-2997,WASHINGTON,sDC,20027,S,N,65000,9.0,1370,0,0
4482,17966,Mohamad,Praeger,F,781,967-1581,AVON,MA,2322,S,Y,95000,5.3,3575,0,1000
4483,17972,Wunnava,Pessaux,M,802,142-2991,FAIRFAX,VT,5454,S,N,30000,3.6019895,3300,0,empty
4484,17973,Gopal,Limongiello,F,917,811-8687,OLCOTT,NY,14126,S,N,85000,4.4460362999999985,0,0,0
4485,17976,Malcolm,Charissis,F,732,161-7645,KEARNY,NJ,7099,S,Y,70000,2.1885417,1000,0,1500
4486,17979,Vinod,Walston,F,703,387-5807,DULLES,VA,20102,S,N,70000,5.75,900,0,0
4487,17983,Leandros,Sylla,M,802,300-8446,BRATTLEBORO,VT,5303,S,N,70000,4.397808,3300,empty,y0
4488,17985,Jussara,Ikei,M,207,655-1217,NORTH HAVEN,ME,4853,M,Y,25000,8.5,0,5700,2850
4489,17987,Morio,Kawashima,M,484,179-4858,NEW WILMINGTON,PA,16172,M,N,35000,3.07,0,0,0
4490,17988,Remo,Indiresan,F,609,160-3313,GLEN GARDNER,NJ,8826,S,N,30000,1.5577083,1000,0,0
4491,17989,Garnik,Lauwereins,F,908,477-7747,MONTCLAIR,NJ,7043,S,N,75000,2.267396,1000,0,0
4492,17992,Werther,Serlin,M,724,915-3820,MILLERSVILLE,PA,17551,M,Y,75000,3.07,0,0,0
4493,17998,Akinari,Baby,F,802,806-8081,EAST CALAIS,VT,5650,S,N,55000,4.099376,3300,0,x0
4494,18003,Lezanne,Gust,M,302,280-1672,WILMINGTON,ED,19898,M,Y,20000,3.2227273,0,220,110
4495,18014,Biju,Selenyi,empty,207,957-9499,MILLINOCKET,ME,4462,S,Y,5000,2.2135036,2850,0,2850
4496,18015,Tapas,Benaissa,M,203,876-1388,NEW HAVEN,CkT,6515,S,Y,55000,5.0,12750,0,0
4497,18016,Collette,Tomassini,F,603,107-2123,CLAREMONT,NH,3743,S,N,25000,0.0,0,0,0
4498,18033,Konstantinos,Grant,M,401,324-8266,BRADFORD,RI,2808,M,Y,20000,0.0,0,0,0
4499,18034,Abdelillah,Thomson,M,508,801-4641,NORTH ATTLEBORO,MA,2761,M,N,85000,5.3,0,7150,0
4500,18037,Ravinder,Coradeschi,M,302,192-2632,WILMINGTON,E,19895,M,N,15000,2.8818183,0,220,0
4501,18039,Matthieu,Piperakis,M,443,857-6159,BALTIMORE,MD,21273,M,Y,70000,4.75,0,4800,2400
4502,18043,Linhui,Reicke,M,860,575-5470,NEW HARTFORD,CT,6057,S,Y,15000,5.0,empty,0,0
4503,18045,Guoping,Leufke,F,412,885-3756,WEIKERT,PA,17885,M,N,80000,3.07,0,0,0
4504,18050,Lorien,Isard,M,302,406-1604,DOVER,ED,19903,S,Y,100000,5.95,110,r0,110
4505,18056,Cor,Tsigas,M,207,214-1866,CUTLER,ME,4626,M,Y,20000,8.5,y0,5700,2850
4506,18058,Eskinder,Kodaira,F,401,749-8942,WARWICK,RI,2887,S,N,5000,0.0,empty,0,0
4507,18061,Belhadri,Nozaki,M,203,718-3371,HARTFORD,T,6123,M,Y,85000,5.0,0,24500,0
4508,18071,Kuzuko,Rebaine,M,856,730-7085,COLLINGSWOOD,NJ,8108,S,Y,50000,1.873125,1000,0,1500
4509,18072,Fridolin,Heggernes,M,802,731-5867,BRATTLEBORO,VT,5301,M,Y,95000,4.8951945,0,6600,3300
4510,18080,Ute,Dippoldsmann,M,603,258-4890,MANCHESTER,NH,3108,S,Y,70000,0.0,empty,0,0
4511,18088,Botao,Leitsch,M,802,146-3552,SOUTH HERO,VT,5486,M,Y,75000,4.497285400000001,0,6600,3300
4512,18101,Liujian,Estier,M,516,726-8207,ALBANY,NY,12260,M,Y,90000,4.475,0,0,1000
4513,18103,Hidehito,Nayani,M,302,821-8120,WILMINGTON,E,19808,S,Y,55000,5.609091,110,empty,110
4514,18106,Minghua,Renault,M,603,688-8436,PORTSMOUTH,NH,3801,M,Y,50000,0.0,0,0,0
4515,18108,Fumiyo,Rienhoff,F,802,328-4952,HARTFORD,VT,5047,M,Y,20000,3.6,0,6600,3300
4516,18113,Katsumi,Castangia,F,401,497-9538,GREENVILLE,RI,2828,M,Y,50000,0.0,0,0,c0
4517,18115,Nicolas,Trachtenberg,F,860,386-5197,MIDDLE HADDAM,CT,6456,S,N,35000,5.0,12750,0,0
4518,18120,Mihael,Togawa,M,302,923-1675,CLAYTON,pDE,19938,M,Y,5000,2.2,0,220,110
4519,18124,Vasudevan,Billington,M,202,835-5812,WASHINGTON,C,20230,S,Y,85000,9.0,1370,0,1370
4520,18126,Shiv,Ingalls,F,201,933-8010,NNANDALE,JN,8801,S,Y,85000,2.4251041,100,empty,1500
4521,18127,Gurushankar,Speirs,F,787,569-2990,ANfGELES,PR,611,M,Y,70000,0.0,0,0,0
4522,18134,Yadong,Chaudhury,M,207,427-9784,ORONO,ME,4473,M,Y,90000,8.5,0,5700,2850
4523,18148,Demosthenes,Kadokura,M,516,831-4273,EAST MEREDITH,NY,13757,M,N,15000,4.040549,0,***,0
4524,18150,Pantelis,Schiefer,F,302,970-4693,WILMINGTON,ED,19892,M,Y,95000,5.95,0,220,110
4525,18152,Eizo,Hasida,F,914,148-9713,NEW YORK,NY,10014,M,N,15000,4.040549,0,0,0
4526,18159,Raghunandan,Sandak,F,508,574-1172,WORCESTER,MA,1614,M,N,95000,5.3,0,7150,0
4527,18165,Chiuyuan,Ghelli,F,207,238-3219,EAST BALDWIN,ME,4024,S,N,40000,8.5,2850,0,empty
4528,18181,Attahiru,Warschat,M,518,847-7818,WEVERTOWN,NY,12886,S,N,65000,4.330183,0,0,0
4529,18188,Dipayan,Grandage,M,878,189-6200,NINEVEH,PA,15353,M,N,100000,3.07,0,0,0
4530,18190,Svetozara,Brunt,F,939,510-4312,SAN JUvAN,PR,917,M,N,85000,0.0,0,0,0
4531,18202,Boi,Forti,F,802,513-7427,SAINT JOHNSBURY CENTER,VT,5863,S,N,70000,4.397808,3300,0,0
4532,18211,Jinsoo,Tabor,M,315,272-8669,BALDWIN,NY,11510,S,N,20000,4.0695124,0,0,0
4533,18213,Terresa,Sadaoui,M,401,432-6469,empty,RI,2892,S,Y,45000,0.0,empty,0,0
4534,18215,Chrystopher,Baptiste,F,302,316-9158,MARYDEL,DE,19964,S,N,75000,5.95,110,***,0
4535,18218,Moss,Crvenkovic,M,939,883-2401,AGUADILLA***,RP,605,S,Y,65000,0.0,0,0,0
4536,18219,Sydney,Chuah,M,202,801-4924,WASHINGTON,C,20005,S,Y,30000,9.0,1370,empty,1370
4537,18220,Qiuhui,Powers,F,202,452-7953,WASHINGTON,C,20207,M,Y,95000,9.0,0,2r740,1370
4538,18222,Girolamo,Ermel,F,878,426-6726,BELLEVILLE,PA,17004,M,Y,75000,3.07,0,0,0
4539,18228,Floriano,Regoli,M,301,516-3368,LAUREL,MD,20725,S,Y,100000,4.75,2400,0,2400
4540,18231,Soazig,Sutre,M,443,118-9780,KENSINGTON,MD,20891,M,N,15000,4.75,0,4800,0
4541,18232,Christiaan,Ishak,F,860,468-8588,NEW HAVEN,CT,6501,M,Y,90000,5.0,0,24500,0
4542,18233,Prentiss,Felderman,F,240,448-5687,MIDLAND,MD,21542,M,Y,20000,4.75,0,4800,24o00
4543,18237,Souichi,Otterbein,F,878,151-2741,FAIRFIELD,PA,17320,S,Y,100000,3.07,0,0,0
4544,18242,Toshiya,Glymour,M,860,880-5580,UNIONVILLE,CT,6085,M,N,55000,5.0,0,24500,0
4545,18244,Stamos,Metais,M,718,733-1282,WEST FULTON,NY,12194,S,Y,45000,4.2143292,0,0,1000
4546,18248,Sudebkumar,Rufino,M,908,971-9404,POINT PLEASANT BEACH,NJ,8742,S,Y,45000,1.7942707999999998,1000,empty,1500
4547,18251,Zhimin,Aberer,M,603,235-2465,BENNINGTON,NH,3442,M,Y,70000,0.0,0,0,0
4548,18252,Barradas,Prangrle,F,401,703-4866,BRADFORD,RI,2808,M,Y,40000,0.0,0,0,0
4549,18255,Masakage,Einwohner,F,207,244-5880,NOBLEBORO,ME,4555,S,Y,65000,8.5,2850,0,2850
4550,18259,Liem,Nicolson,M,585,609-7799,BUFFALO,NY,14201,M,N,15000,4.040549,0,0,0
4551,18264,Hansjurgen,Slysz,F,802,202-3802,NORTH HYDE PARK,VT,5665,M,N,30000,3.6019895,0,6600,0
4552,18267,Hirohide,Glowinski,F,603,924-8708,PETERBOROUGH,NH,3458,S,Y,100000,0.0,***,0,0
4553,18272,Ghulum,Lubin,F,207,474-3720,LIVERMORE,ME,4253,S,Y,30000,8.5,2850,0,2850
4554,18276,Sasan,Majors,M,412,621-7316,HOLLIDAYSBURG,PA,16648,S,N,50000,3.07,0,0,0
4555,18280,Janyce,Carro,M,401,670-8471,CENTRAL FALLS,RI,2863,M,Y,15000,0.0,0,0,0
4556,18281,Baldomir,Kaiser,F,301,193-8675,POTOMAC,MD,20854,M,Y,75000,4.75,0,4800,2400
4557,18283,Djamal,Hodil,M,302,716-1846,WILMINGTON,dDE,19891,M,N,5000,2.2,0,220,0
4558,18288,Kwangyoen,Frederiksen,M,207,559-6987,SUNSET,ME,4683,S,Y,10000,4.5857663,2850,0,2850
4559,18292,Ware,Schollmeyer,F,862,620-8633,GOSHEN,NJ,8218,M,N,30000,1.5577083,0,2000,0
4560,18300,Amer,Serlin,M,207,680-5805,OQUOSSOC,ME,4964,S,Y,40000,8.5,2850,0,2850
4561,18304,Valentino,Thalhammer,F,202,281-6592,WASHINGTON,pDC,20038,M,Y,65000,9.0,0,2740,1370
4562,18311,Shigeichi,Pedicini,M,908,203-4524,GOSHEN,NJ,8218,S,Y,45000,1.7942707999999998,1000,0,1500
